row_id,predicted_probability,tuned_threshold_prediction,top_drivers,recommended_action
16421,0.00062730,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Retention/engagement nudge
5495,0.00048875,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Retention/engagement nudge
21080,0.00035283,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Retention/engagement nudge
23800,0.00040674,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Retention/engagement nudge
24806,0.69110541,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
6492,0.60267933,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Candidate for promotion - threshold-qualified
22600,0.68965985,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Candidate for promotion - higher score
9925,0.67249888,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | time_on_site_sec (-0.2037),Candidate for promotion - threshold-qualified
20097,0.59013446,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
10257,0.53442824,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Investigate checkout/discount friction
15306,0.74664615,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
7367,0.69435812,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
17881,0.00034854,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Retention/engagement nudge
4237,0.66685364,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Candidate for promotion - threshold-qualified
24997,0.00031742,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Retention/engagement nudge
15121,0.00070856,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Retention/engagement nudge
4461,0.53241081,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Investigate checkout/discount friction
4132,0.54558533,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Investigate checkout/discount friction
4831,0.00037697,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Retention/engagement nudge
7291,0.68765948,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
16998,0.73619836,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
7748,0.60080274,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_1 (-0.1783),Candidate for promotion - threshold-qualified
5711,0.00030451,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
9558,0.73649473,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
16361,0.70301831,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
9874,0.00056767,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Retention/engagement nudge
17799,0.00041639,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Retention/engagement nudge
19792,0.00048976,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
8445,0.59053481,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
10456,0.60366772,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
10702,0.61847896,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
14893,0.00037326,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Retention/engagement nudge
19394,0.56477635,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Investigate checkout/discount friction
20399,0.69582412,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
19698,0.66805827,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Candidate for promotion - threshold-qualified
1810,0.75004806,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
21800,0.71294726,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Candidate for promotion - higher score
17720,0.54326439,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Investigate checkout/discount friction
17753,0.74572543,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
7483,0.59141703,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
5372,0.00029035,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_1 (-0.1783),Retention/engagement nudge
9075,0.00054461,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
21316,0.00052363,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
15802,0.00045422,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Retention/engagement nudge
2465,0.72157358,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
17747,0.00043419,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Retention/engagement nudge
8061,0.67928199,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
11950,0.00044620,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
1367,0.52737794,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_1 (-0.1783),Investigate checkout/discount friction
11774,0.73753942,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
4270,0.59550651,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
19290,0.73305489,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
9020,0.67434344,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
11807,0.00042784,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Retention/engagement nudge
6499,0.00029484,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_1 (-0.1783),Retention/engagement nudge
13156,0.00028743,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Retention/engagement nudge
10236,0.60921358,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | time_on_site_sec (-0.1883),Candidate for promotion - threshold-qualified
9700,0.00090041,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Retention/engagement nudge
10302,0.51694993,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Investigate checkout/discount friction
16301,0.68659984,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Candidate for promotion - higher score
9173,0.00073362,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
10089,0.71854066,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
21055,0.00058523,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Retention/engagement nudge
16749,0.00044975,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Retention/engagement nudge
6162,0.00048575,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Retention/engagement nudge
11838,0.71034778,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
13239,0.72805880,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
21011,0.55107752,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Investigate checkout/discount friction
2649,0.53290735,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Investigate checkout/discount friction
2802,0.66222914,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | time_on_site_sec (-0.1775),Candidate for promotion - threshold-qualified
22234,0.56484335,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | time_on_site_sec (-0.2001),Investigate checkout/discount friction
7338,0.55294883,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Investigate checkout/discount friction
1364,0.60934522,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
2276,0.58086692,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
23056,0.69936961,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
5299,0.60972125,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
15031,0.00067313,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Retention/engagement nudge
15510,0.65918316,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Candidate for promotion - threshold-qualified
16354,0.65680664,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
7917,0.58847843,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | time_on_site_sec (-0.1957),Candidate for promotion - threshold-qualified
7049,0.56522897,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Investigate checkout/discount friction
1743,0.58242704,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
23514,0.00051980,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | time_on_site_sec (-0.1955),Retention/engagement nudge
17105,0.00051616,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Retention/engagement nudge
13020,0.59932605,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
15917,0.00040571,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Retention/engagement nudge
4063,0.54754404,0,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Investigate checkout/discount friction
2959,0.60658746,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
6068,0.70996907,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
3588,0.00044531,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Retention/engagement nudge
18775,0.70132121,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
19559,0.70644511,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
5837,0.00035365,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
6798,0.00048193,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Retention/engagement nudge
16389,0.72114351,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
11660,0.00034916,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
13689,0.00032298,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
6233,0.66589183,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Candidate for promotion - threshold-qualified
15626,0.64846752,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
17180,0.67523552,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
12615,0.00039960,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
15169,0.57675690,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
8922,0.62330613,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
12760,0.00046010,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | time_on_site_sec (-0.2003),Retention/engagement nudge
14914,0.70461435,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
7783,0.63727702,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
490,0.68590337,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
6610,0.59397799,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
18844,0.00038949,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
5169,0.71060877,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Candidate for promotion - higher score
11292,0.00064079,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Retention/engagement nudge
4069,0.73727005,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Candidate for promotion - higher score
7256,0.65813904,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
24999,0.58476227,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Candidate for promotion - threshold-qualified
6764,0.60574848,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_2 (-0.2368),Candidate for promotion - threshold-qualified
6753,0.00035453,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Retention/engagement nudge
10263,0.00032733,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Retention/engagement nudge
10341,0.00031412,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | time_on_site_sec (-0.1887),Retention/engagement nudge
5686,0.00066460,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_0 (-0.1830),Retention/engagement nudge
13512,0.68991268,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
9756,0.00032617,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Retention/engagement nudge
60,0.58615682,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | visit_season_0 (-0.1830),Candidate for promotion - threshold-qualified
15647,0.62298345,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
19494,0.00067476,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_2 (-0.2368),Retention/engagement nudge
9054,0.66474075,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
8283,0.00044550,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
23082,0.00031322,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | visit_season_1 (-0.1783),Retention/engagement nudge
8632,0.00032741,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | time_on_site_sec (-0.1889),Retention/engagement nudge
1372,0.67367491,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - higher score
9922,0.00058802,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Retention/engagement nudge
16562,0.68129746,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | visit_season_1 (-0.1783),Candidate for promotion - higher score
15852,0.66206716,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_1 (-0.1768),Candidate for promotion - threshold-qualified
15620,0.00036868,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | time_on_site_sec (-0.1843),Retention/engagement nudge
13785,0.69060478,1,added_to_cart (+3.3972) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Candidate for promotion - higher score
21988,0.00033835,0,added_to_cart (-4.8886) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Retention/engagement nudge
1035,0.67215469,1,added_to_cart (+3.3972) | user_type_0 (-0.3160) | device_type_0 (-0.1811),Candidate for promotion - threshold-qualified
16834,0.00058571,0,added_to_cart (-4.8886) | user_type_0 (+0.3862) | device_type_0 (-0.1811),Retention/engagement nudge
